Cust_id,age,job,marital,education,default,housing,loan,contact
3843,52,entrepreneur,married,university.degree,unknown,yes,no,telephone
3844,33,self-employed,single,university.degree,no,yes,no,telephone
3845,48,admin.,divorced,professional.course,no,yes,no,telephone
3846,42,blue-collar,married,basic.9y,unknown,no,no,telephone
3847,35,management,married,university.degree,no,yes,no,telephone
3848,45,management,married,university.degree,no,no,no,telephone
3849,28,admin.,married,high.school,no,yes,no,telephone
3850,56,entrepreneur,married,university.degree,no,yes,no,telephone
3851,60,retired,married,basic.9y,unknown,yes,no,telephone
3852,37,admin.,married,high.school,no,no,yes,telephone
3853,38,entrepreneur,married,basic.9y,no,no,no,telephone
3854,41,self-employed,married,high.school,unknown,no,no,telephone
3855,57,services,divorced,high.school,no,yes,yes,telephone
3856,23,services,married,basic.9y,no,no,no,telephone
3857,33,admin.,married,high.school,no,yes,no,telephone
3858,48,blue-collar,married,basic.9y,no,yes,no,telephone
3859,38,technician,married,university.degree,unknown,yes,no,telephone
3860,32,blue-collar,married,basic.4y,unknown,yes,no,telephone
3861,31,management,married,high.school,no,no,no,telephone
3862,43,blue-collar,divorced,basic.9y,no,yes,no,telephone
3863,44,management,married,high.school,no,yes,no,telephone
3864,44,admin.,married,university.degree,unknown,no,no,telephone
3865,33,services,married,high.school,no,no,yes,telephone
3866,36,admin.,married,basic.9y,no,no,no,telephone
3867,47,technician,married,professional.course,unknown,no,no,telephone
3868,30,admin.,married,university.degree,no,no,no,telephone
3869,34,blue-collar,married,basic.9y,unknown,no,yes,telephone
3870,28,admin.,single,high.school,no,no,no,telephone
3871,46,blue-collar,married,basic.9y,no,no,yes,telephone
3872,32,blue-collar,married,basic.4y,no,no,no,telephone
3873,36,retired,married,high.school,no,no,no,telephone
3874,24,student,single,university.degree,no,yes,yes,telephone
3875,35,blue-collar,married,basic.4y,no,yes,no,telephone
3876,31,admin.,single,university.degree,no,no,no,telephone
3877,51,admin.,divorced,university.degree,unknown,no,no,telephone
3878,33,admin.,married,university.degree,no,no,no,telephone
3879,28,services,single,basic.9y,no,yes,no,telephone
3880,43,blue-collar,married,unknown,unknown,no,no,telephone
3881,43,blue-collar,married,basic.6y,no,no,no,telephone
3882,33,self-employed,married,university.degree,no,yes,no,telephone
3883,31,services,married,basic.9y,no,yes,no,telephone
3884,39,admin.,married,professional.course,no,no,no,telephone
3885,52,self-employed,married,university.degree,no,yes,no,telephone
3886,24,student,single,high.school,unknown,yes,yes,telephone
3887,30,admin.,single,university.degree,unknown,no,yes,telephone
3888,28,blue-collar,married,basic.9y,no,no,yes,telephone
3889,28,blue-collar,married,basic.9y,no,no,no,telephone
3890,41,technician,single,university.degree,unknown,yes,no,telephone
3891,39,blue-collar,married,basic.9y,no,no,no,telephone
3892,37,technician,married,basic.9y,no,no,no,telephone
3893,51,blue-collar,married,basic.4y,no,no,yes,telephone
3894,50,management,married,university.degree,unknown,unknown,unknown,telephone
3895,53,technician,married,high.school,no,no,yes,telephone
3896,53,technician,married,unknown,no,yes,no,telephone
3897,52,blue-collar,married,basic.4y,no,no,yes,telephone
3898,33,services,married,high.school,no,no,no,telephone
3899,36,self-employed,single,university.degree,no,yes,no,telephone
3900,41,blue-collar,married,basic.9y,unknown,no,no,telephone
3901,43,admin.,divorced,high.school,no,no,no,telephone
3902,39,self-employed,married,basic.4y,unknown,no,no,telephone
3903,43,technician,divorced,university.degree,unknown,no,no,telephone
3904,56,blue-collar,married,basic.4y,unknown,yes,yes,telephone
3905,52,admin.,married,university.degree,no,no,yes,telephone
3906,36,technician,married,professional.course,no,yes,no,telephone
3907,35,self-employed,divorced,basic.9y,no,no,yes,telephone
3908,30,services,married,high.school,no,yes,no,telephone
3909,30,management,divorced,high.school,no,yes,no,telephone
3910,36,housemaid,married,basic.4y,unknown,no,no,telephone
3911,38,admin.,divorced,high.school,no,yes,no,telephone
3912,38,blue-collar,married,basic.6y,no,yes,no,telephone
3913,39,entrepreneur,divorced,university.degree,no,yes,no,telephone
3914,34,management,married,high.school,no,no,no,telephone
3915,35,unknown,single,basic.4y,unknown,yes,yes,telephone
3916,59,retired,married,basic.4y,unknown,yes,no,telephone
3917,32,blue-collar,married,basic.9y,no,yes,no,telephone
3918,37,blue-collar,single,professional.course,no,no,no,telephone
3919,52,self-employed,single,university.degree,unknown,yes,no,telephone
3920,29,technician,married,professional.course,no,yes,no,telephone
3921,44,blue-collar,married,basic.6y,no,yes,yes,telephone
3922,41,blue-collar,married,basic.4y,unknown,no,no,telephone
3923,37,services,divorced,high.school,no,yes,no,telephone
3924,46,admin.,married,high.school,unknown,yes,yes,telephone
3925,49,services,single,basic.4y,unknown,no,no,telephone
3926,46,admin.,divorced,university.degree,no,no,no,telephone
3927,40,admin.,single,unknown,unknown,no,yes,telephone
3928,32,student,single,university.degree,no,no,no,telephone
3929,40,self-employed,married,high.school,unknown,no,no,telephone
3930,28,technician,divorced,professional.course,no,no,no,telephone
3931,40,blue-collar,married,basic.6y,unknown,yes,no,telephone
3932,32,admin.,single,professional.course,no,no,no,telephone
3933,47,management,married,basic.4y,unknown,yes,no,telephone
3934,38,blue-collar,married,basic.9y,no,yes,yes,telephone
3935,32,management,single,high.school,no,yes,no,telephone
3936,34,admin.,single,high.school,no,no,yes,telephone
3937,53,technician,married,professional.course,unknown,yes,yes,telephone
3938,36,technician,married,university.degree,no,yes,no,telephone
3939,45,entrepreneur,married,basic.4y,unknown,no,no,telephone
3940,47,management,married,basic.4y,unknown,no,no,telephone
3941,44,blue-collar,divorced,basic.6y,no,no,no,telephone
3942,44,blue-collar,divorced,basic.9y,no,no,no,telephone
3943,37,admin.,married,high.school,no,yes,no,telephone
3944,47,services,married,unknown,unknown,yes,yes,telephone
3945,58,retired,divorced,university.degree,no,yes,no,telephone
3946,28,services,single,high.school,no,yes,no,telephone
3947,46,technician,married,professional.course,no,no,no,telephone
3948,48,admin.,married,high.school,no,yes,no,telephone
3949,41,blue-collar,married,professional.course,no,no,no,telephone
3950,32,blue-collar,single,basic.6y,no,yes,no,telephone
3951,48,technician,married,unknown,no,yes,no,telephone
3952,49,management,married,university.degree,no,no,no,telephone
3953,27,services,single,high.school,no,yes,no,telephone
3954,55,blue-collar,married,basic.4y,unknown,yes,no,telephone
3955,46,admin.,married,professional.course,no,no,no,telephone
3956,47,technician,married,professional.course,no,unknown,unknown,telephone
3957,42,admin.,divorced,university.degree,no,no,no,telephone
3958,51,blue-collar,married,basic.9y,unknown,no,no,telephone
3959,57,retired,married,basic.4y,unknown,yes,no,telephone
3960,32,services,single,basic.6y,no,yes,yes,telephone
3961,54,blue-collar,married,basic.4y,unknown,yes,yes,telephone
3962,33,admin.,married,professional.course,no,no,no,telephone
3963,50,blue-collar,married,basic.6y,no,no,no,telephone
3964,45,services,divorced,high.school,unknown,yes,no,telephone
3965,49,services,divorced,basic.9y,no,no,no,telephone
3966,47,management,married,basic.4y,unknown,no,no,telephone
3967,45,services,married,basic.9y,no,no,yes,telephone
3968,36,technician,married,professional.course,no,yes,no,telephone
3969,38,blue-collar,married,basic.4y,no,no,no,telephone
3970,30,self-employed,single,high.school,no,yes,no,telephone
3971,41,management,married,university.degree,unknown,yes,no,telephone
3972,31,technician,single,university.degree,unknown,yes,yes,telephone
3973,35,blue-collar,married,basic.6y,no,yes,yes,telephone
3974,36,technician,married,basic.6y,no,yes,no,telephone
3975,51,services,married,high.school,unknown,yes,yes,telephone
3976,41,management,married,university.degree,no,no,no,telephone
3977,37,blue-collar,married,basic.9y,no,yes,no,telephone
3978,36,management,married,basic.9y,no,unknown,unknown,telephone
3979,35,student,single,high.school,no,no,no,telephone
3980,57,technician,married,professional.course,no,yes,no,telephone
3981,28,admin.,single,university.degree,no,yes,no,telephone
3982,54,housemaid,divorced,basic.4y,no,no,no,telephone
3983,38,admin.,single,university.degree,unknown,yes,no,telephone
3984,52,management,divorced,high.school,no,unknown,unknown,telephone
3985,43,blue-collar,married,basic.4y,unknown,no,yes,telephone
3986,30,student,single,basic.9y,no,no,no,telephone
3987,51,blue-collar,married,basic.4y,unknown,yes,no,telephone
3988,31,technician,married,university.degree,no,no,no,telephone
3989,45,blue-collar,married,unknown,no,yes,yes,telephone
3990,42,blue-collar,married,basic.4y,no,yes,no,telephone
3991,37,blue-collar,married,basic.6y,no,no,no,telephone
3992,49,blue-collar,married,basic.4y,unknown,yes,no,telephone
3993,34,blue-collar,married,basic.9y,unknown,yes,yes,telephone
3994,50,services,married,basic.6y,no,yes,no,telephone
3995,47,services,divorced,high.school,no,no,no,telephone
3996,44,unknown,married,basic.6y,no,yes,yes,telephone
3997,42,blue-collar,married,basic.9y,no,yes,no,telephone
3998,31,blue-collar,married,basic.9y,no,unknown,unknown,telephone
3999,52,management,married,high.school,unknown,no,no,telephone
4000,56,housemaid,married,basic.4y,no,no,no,telephone
4001,36,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone
4002,45,admin.,married,university.degree,no,no,no,telephone
4003,31,self-employed,married,university.degree,no,no,yes,telephone
4004,39,housemaid,married,university.degree,no,no,no,telephone
4005,45,blue-collar,married,basic.6y,unknown,yes,no,telephone
4006,46,self-employed,married,basic.9y,unknown,no,no,telephone
4007,32,blue-collar,married,basic.6y,unknown,yes,no,telephone
4008,29,management,single,university.degree,no,yes,yes,telephone
4009,41,blue-collar,married,basic.9y,no,no,no,telephone
4010,35,admin.,married,university.degree,no,yes,yes,telephone
4011,29,services,married,basic.9y,no,yes,no,telephone
4012,34,admin.,married,university.degree,no,no,no,telephone
4013,31,blue-collar,single,basic.9y,no,no,no,telephone
4014,36,technician,single,professional.course,no,no,yes,telephone
4015,41,technician,married,university.degree,no,no,no,telephone
4016,59,retired,married,basic.9y,unknown,no,no,telephone
4017,45,unemployed,married,basic.6y,unknown,no,no,telephone
4018,31,blue-collar,married,basic.9y,no,yes,no,telephone
4019,25,services,married,high.school,unknown,yes,yes,telephone
4020,38,management,married,unknown,no,no,no,telephone
4021,32,blue-collar,divorced,basic.9y,no,no,no,telephone
4022,33,admin.,single,high.school,unknown,yes,no,telephone
4023,35,self-employed,married,university.degree,no,unknown,unknown,telephone
4024,37,blue-collar,married,professional.course,no,no,no,telephone
4025,47,technician,married,professional.course,no,no,no,telephone
4026,28,blue-collar,married,basic.6y,no,no,no,telephone
4027,36,admin.,married,high.school,no,no,no,telephone
4028,32,admin.,married,university.degree,no,yes,no,telephone
4029,36,blue-collar,single,high.school,no,yes,yes,telephone
4030,51,blue-collar,married,basic.4y,no,yes,yes,telephone
4031,32,admin.,married,high.school,no,no,no,telephone
4032,50,unemployed,married,basic.4y,unknown,yes,no,telephone
4033,48,services,divorced,high.school,unknown,yes,yes,telephone
4034,32,admin.,married,high.school,unknown,yes,no,telephone
4035,48,blue-collar,married,basic.9y,no,no,no,telephone
4036,52,technician,divorced,basic.9y,no,yes,yes,telephone
4037,30,blue-collar,single,basic.9y,unknown,no,yes,telephone
4038,36,blue-collar,single,basic.9y,no,no,no,telephone
4039,48,admin.,married,university.degree,no,yes,no,telephone
4040,25,blue-collar,single,basic.9y,unknown,yes,no,telephone
4041,28,admin.,single,high.school,no,no,no,telephone
4042,28,self-employed,single,basic.9y,no,no,no,telephone
4043,34,blue-collar,married,basic.6y,no,no,no,telephone
4044,39,admin.,married,basic.4y,no,no,no,telephone
4045,42,services,married,professional.course,no,no,no,telephone
4046,57,retired,married,basic.4y,no,yes,no,telephone
4047,44,admin.,married,basic.4y,unknown,no,no,telephone
4048,28,admin.,single,basic.9y,no,yes,yes,telephone
4049,25,self-employed,single,university.degree,no,no,no,telephone
4050,29,housemaid,single,high.school,no,no,no,telephone
4051,28,services,married,high.school,no,no,no,telephone
4052,41,admin.,divorced,university.degree,unknown,yes,no,telephone
4053,28,self-employed,married,professional.course,no,no,no,telephone
4054,32,admin.,married,high.school,no,no,no,telephone
4055,49,blue-collar,married,basic.4y,unknown,yes,no,telephone
4056,59,technician,married,university.degree,unknown,unknown,unknown,telephone
4057,55,admin.,married,university.degree,no,no,no,telephone
4058,43,management,married,university.degree,no,unknown,unknown,telephone
4059,58,retired,married,basic.4y,unknown,no,no,telephone
4060,54,blue-collar,married,basic.4y,unknown,no,no,telephone
4061,25,blue-collar,married,basic.4y,no,no,no,telephone
4062,24,technician,single,professional.course,unknown,no,no,telephone
4063,53,self-employed,married,university.degree,no,no,no,telephone
4064,36,admin.,married,university.degree,no,no,no,telephone
4065,49,housemaid,married,basic.4y,no,no,no,telephone
4066,44,entrepreneur,married,professional.course,no,no,no,telephone
4067,51,blue-collar,married,basic.4y,no,unknown,unknown,telephone
4068,37,housemaid,married,high.school,no,yes,yes,telephone
4069,41,blue-collar,married,basic.9y,no,no,no,telephone
4070,40,blue-collar,married,basic.9y,no,yes,no,telephone
4071,35,services,married,professional.course,unknown,yes,yes,telephone
4072,24,services,single,professional.course,no,yes,no,telephone
4073,34,technician,married,university.degree,no,yes,no,telephone
4074,30,blue-collar,married,basic.9y,no,no,no,telephone
4075,48,services,married,high.school,unknown,yes,yes,telephone
4076,27,blue-collar,married,basic.9y,no,yes,no,telephone
4077,40,admin.,divorced,professional.course,no,no,no,telephone
4078,40,admin.,married,university.degree,unknown,yes,yes,telephone
4079,48,admin.,married,basic.9y,unknown,no,yes,telephone
4080,35,admin.,single,high.school,no,yes,yes,telephone
4081,26,admin.,married,high.school,no,no,yes,telephone
4082,33,admin.,married,university.degree,no,no,no,telephone
4083,29,services,single,university.degree,unknown,yes,no,telephone
4084,45,blue-collar,married,basic.4y,unknown,yes,yes,telephone
4085,35,admin.,married,university.degree,no,yes,no,telephone
4086,32,blue-collar,married,basic.9y,no,yes,no,telephone
4087,34,blue-collar,married,basic.9y,no,yes,no,telephone
4088,33,services,single,high.school,no,no,yes,telephone
4089,37,blue-collar,married,basic.9y,unknown,no,no,telephone
4090,29,admin.,single,basic.9y,unknown,no,no,telephone
4091,27,student,single,university.degree,no,yes,no,telephone
4092,43,services,divorced,high.school,no,yes,no,telephone
4093,47,blue-collar,married,professional.course,unknown,no,no,telephone
4094,32,housemaid,single,high.school,no,unknown,unknown,telephone
4095,33,unemployed,divorced,professional.course,no,unknown,unknown,telephone
4096,26,unemployed,married,high.school,no,yes,no,telephone
4097,39,blue-collar,married,basic.4y,unknown,yes,no,telephone
4098,38,blue-collar,married,basic.6y,unknown,yes,yes,telephone
4099,48,blue-collar,married,professional.course,no,no,no,telephone
4100,42,entrepreneur,married,university.degree,no,no,no,telephone
4101,35,blue-collar,divorced,basic.9y,no,yes,yes,telephone
4102,42,blue-collar,divorced,basic.6y,no,yes,no,telephone
4103,36,blue-collar,single,basic.9y,unknown,no,no,telephone
4104,28,blue-collar,married,basic.9y,no,no,yes,telephone
4105,32,technician,single,basic.9y,no,yes,no,telephone
4106,28,blue-collar,divorced,high.school,no,yes,no,telephone
4107,41,blue-collar,divorced,basic.9y,no,no,no,telephone
4108,32,admin.,married,university.degree,unknown,unknown,unknown,telephone
4109,42,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone
4110,29,technician,single,university.degree,no,unknown,unknown,telephone
4111,38,services,married,high.school,no,yes,no,telephone
4112,22,services,single,high.school,no,yes,no,telephone
4113,34,blue-collar,married,basic.9y,no,no,no,telephone
4114,31,blue-collar,married,basic.9y,unknown,yes,yes,telephone
4115,52,entrepreneur,married,university.degree,no,no,no,telephone
4116,55,services,divorced,high.school,no,no,yes,telephone
4117,24,services,single,high.school,no,no,no,telephone
4118,46,admin.,divorced,high.school,unknown,no,yes,telephone
4119,31,admin.,divorced,university.degree,no,no,no,telephone
4120,34,admin.,married,university.degree,no,no,no,telephone
4121,45,entrepreneur,married,basic.9y,no,no,no,telephone
4122,45,blue-collar,married,basic.9y,unknown,yes,no,telephone
4123,39,technician,divorced,professional.course,no,unknown,unknown,telephone
4124,29,technician,single,university.degree,no,unknown,unknown,telephone
4125,44,technician,divorced,high.school,no,yes,no,telephone
4126,29,technician,single,university.degree,no,yes,no,telephone
4127,32,technician,married,professional.course,no,no,yes,telephone
4128,32,technician,single,high.school,no,yes,yes,telephone
4129,48,technician,divorced,professional.course,no,no,yes,telephone
4130,29,technician,single,university.degree,no,yes,no,telephone
4131,32,blue-collar,married,professional.course,no,yes,no,telephone
4132,38,blue-collar,single,basic.4y,no,yes,no,telephone
4133,28,unemployed,single,high.school,no,yes,yes,telephone
4134,46,blue-collar,married,basic.4y,no,unknown,unknown,telephone
4135,46,management,married,basic.9y,unknown,no,no,telephone
4136,27,admin.,single,university.degree,no,yes,no,telephone
4137,26,blue-collar,married,basic.4y,no,yes,no,telephone
4138,33,blue-collar,married,basic.9y,no,yes,no,telephone
4139,28,management,married,university.degree,no,no,no,telephone
4140,52,management,married,basic.4y,unknown,no,no,telephone
4141,35,admin.,single,university.degree,no,no,no,telephone
4142,33,blue-collar,married,basic.9y,no,unknown,unknown,telephone
4143,46,blue-collar,married,basic.9y,no,yes,no,telephone
4144,26,services,married,high.school,no,no,no,telephone
4145,39,services,married,high.school,unknown,no,no,telephone
4146,47,admin.,married,university.degree,no,no,no,telephone
4147,26,blue-collar,married,basic.4y,no,no,yes,telephone
4148,34,blue-collar,married,professional.course,no,yes,no,telephone
4149,24,admin.,single,high.school,no,yes,no,telephone
4150,31,technician,married,professional.course,no,no,no,telephone
4151,26,admin.,single,high.school,no,no,yes,telephone
4152,31,admin.,married,high.school,no,no,no,telephone
4153,34,blue-collar,married,basic.6y,no,yes,no,telephone
4154,60,admin.,married,professional.course,no,yes,no,telephone
4155,32,blue-collar,married,basic.6y,unknown,yes,no,telephone
4156,24,blue-collar,married,basic.9y,no,yes,no,telephone
4157,28,admin.,married,high.school,no,no,no,telephone
4158,55,entrepreneur,divorced,university.degree,no,yes,yes,telephone
4159,38,admin.,divorced,high.school,no,no,no,telephone
4160,37,blue-collar,married,professional.course,no,yes,no,telephone
4161,36,services,divorced,university.degree,no,no,no,telephone
4162,47,technician,married,professional.course,unknown,yes,no,telephone
4163,49,technician,married,professional.course,unknown,yes,no,telephone
4164,31,blue-collar,married,basic.4y,no,yes,no,telephone
4165,52,services,married,high.school,unknown,yes,no,telephone
4166,36,services,married,high.school,unknown,yes,no,telephone
4167,51,blue-collar,married,basic.6y,unknown,yes,no,telephone
4168,52,services,divorced,high.school,no,no,no,telephone
4169,29,technician,married,professional.course,no,yes,no,telephone
4170,51,services,married,professional.course,unknown,no,no,telephone
4171,31,blue-collar,married,basic.9y,no,yes,no,telephone
4172,36,admin.,married,high.school,no,no,no,telephone
4173,42,services,married,basic.9y,unknown,no,no,telephone
4174,32,management,single,basic.4y,no,no,no,telephone
4175,30,technician,single,professional.course,no,yes,no,telephone
4176,27,blue-collar,married,basic.9y,no,yes,no,telephone
4177,47,management,married,basic.4y,unknown,no,no,telephone
4178,56,blue-collar,married,basic.4y,unknown,yes,no,telephone
4179,57,housemaid,married,basic.6y,no,no,yes,telephone
4180,27,services,married,professional.course,no,yes,no,telephone
4181,46,blue-collar,divorced,basic.4y,no,no,no,telephone
4182,43,technician,single,professional.course,no,yes,no,telephone
4183,44,technician,single,professional.course,unknown,no,no,telephone
4184,52,self-employed,married,university.degree,unknown,yes,no,telephone
4185,38,technician,single,professional.course,no,no,no,telephone
4186,48,blue-collar,married,basic.6y,no,no,no,telephone
4187,31,technician,married,basic.9y,unknown,yes,no,telephone
4188,33,management,married,university.degree,no,yes,no,telephone
4189,37,blue-collar,single,university.degree,no,yes,no,telephone
4190,34,blue-collar,married,basic.9y,no,yes,no,telephone
4191,59,housemaid,married,unknown,no,no,no,telephone
4192,34,admin.,married,university.degree,no,yes,yes,telephone
4193,34,blue-collar,single,basic.9y,no,no,no,telephone
4194,29,blue-collar,single,professional.course,no,yes,no,telephone
4195,46,entrepreneur,married,university.degree,no,yes,no,telephone
4196,46,blue-collar,married,basic.9y,unknown,no,no,telephone
4197,31,admin.,unknown,high.school,no,no,no,telephone
4198,58,blue-collar,divorced,unknown,no,no,no,telephone
4199,33,blue-collar,married,basic.4y,unknown,no,no,telephone
4200,32,admin.,single,university.degree,no,no,no,telephone
4201,38,services,single,high.school,unknown,yes,no,telephone
4202,51,admin.,single,university.degree,no,no,no,telephone
4203,34,services,married,high.school,no,no,no,telephone
4204,30,blue-collar,married,basic.9y,no,no,no,telephone
4205,39,blue-collar,married,professional.course,no,no,no,telephone
4206,47,blue-collar,married,basic.4y,no,yes,no,telephone
4207,36,services,married,high.school,no,yes,no,telephone
4208,47,services,divorced,high.school,no,no,no,telephone
4209,49,self-employed,single,basic.9y,no,no,no,telephone
4210,33,technician,divorced,professional.course,no,no,no,telephone
4211,54,blue-collar,married,basic.9y,unknown,no,yes,telephone
4212,35,admin.,married,university.degree,no,yes,yes,telephone
4213,25,services,single,high.school,no,no,no,telephone
4214,42,management,married,basic.6y,unknown,yes,no,telephone
4215,26,admin.,single,high.school,no,no,no,telephone
4216,36,technician,married,professional.course,no,no,no,telephone
4217,47,technician,single,professional.course,unknown,no,no,telephone
4218,43,services,married,basic.9y,unknown,no,no,telephone
4219,27,admin.,married,university.degree,no,yes,no,telephone
4220,40,housemaid,married,high.school,unknown,yes,no,telephone
4221,56,management,married,unknown,no,no,no,telephone
4222,59,admin.,married,basic.6y,no,yes,no,telephone
4223,49,technician,married,professional.course,unknown,yes,no,telephone
4224,40,blue-collar,married,basic.9y,unknown,no,no,telephone
4225,54,technician,divorced,professional.course,no,no,no,telephone
4226,43,housemaid,married,basic.4y,unknown,no,no,telephone
4227,36,blue-collar,married,basic.9y,no,yes,no,telephone
4228,53,technician,married,professional.course,no,yes,no,telephone
4229,31,admin.,married,high.school,no,no,no,telephone
4230,53,technician,divorced,professional.course,no,no,no,telephone
4231,52,services,married,high.school,unknown,yes,no,telephone
4232,34,admin.,married,university.degree,no,no,no,telephone
4233,31,unemployed,single,professional.course,no,no,no,telephone
4234,54,technician,single,university.degree,unknown,unknown,unknown,telephone
4235,45,blue-collar,married,basic.9y,unknown,no,no,telephone
4236,40,admin.,married,basic.9y,no,no,no,telephone
4237,31,admin.,married,high.school,no,yes,no,telephone
4238,41,entrepreneur,single,university.degree,unknown,yes,no,telephone
4239,25,admin.,married,high.school,no,no,yes,telephone
4240,35,student,single,university.degree,unknown,yes,no,telephone
4241,49,admin.,divorced,university.degree,no,no,no,telephone
4242,53,blue-collar,married,high.school,no,no,no,telephone
4243,40,admin.,married,professional.course,unknown,yes,no,telephone
4244,46,blue-collar,married,basic.4y,no,yes,yes,telephone
4245,40,unemployed,married,basic.4y,unknown,yes,no,telephone
4246,48,technician,married,unknown,no,yes,yes,telephone
4247,58,retired,married,university.degree,no,no,yes,telephone
4248,30,technician,married,university.degree,unknown,no,no,telephone
4249,49,blue-collar,married,unknown,unknown,yes,no,telephone
4250,54,technician,married,high.school,no,no,no,telephone
4251,45,technician,single,professional.course,no,yes,yes,telephone
4252,34,services,married,high.school,no,yes,no,telephone
4253,32,services,single,basic.6y,no,no,yes,telephone
4254,41,blue-collar,married,basic.4y,unknown,no,no,telephone
4255,50,blue-collar,married,basic.4y,no,yes,no,telephone
4256,52,blue-collar,single,basic.9y,unknown,yes,no,telephone
4257,45,admin.,married,unknown,no,no,no,telephone
4258,37,admin.,married,high.school,unknown,yes,yes,telephone
4259,25,management,single,basic.4y,no,no,no,telephone
4260,50,blue-collar,married,basic.4y,no,yes,no,telephone
4261,43,blue-collar,married,basic.4y,no,yes,no,telephone
4262,34,management,married,university.degree,no,no,yes,telephone
4263,41,blue-collar,married,basic.9y,no,no,no,telephone
4264,35,admin.,married,high.school,no,no,no,telephone
4265,31,blue-collar,single,high.school,no,no,no,telephone
4266,34,management,single,university.degree,no,no,no,telephone
4267,47,services,married,high.school,no,no,no,telephone
4268,52,self-employed,married,basic.4y,unknown,yes,no,telephone
4269,47,blue-collar,married,unknown,unknown,no,no,telephone
4270,42,technician,divorced,university.degree,no,no,no,telephone
4271,28,admin.,married,high.school,no,no,no,telephone
4272,43,admin.,married,university.degree,no,yes,no,telephone
4273,41,services,married,basic.9y,no,no,no,telephone
4274,33,technician,married,high.school,no,no,no,telephone
4275,53,admin.,married,university.degree,no,yes,no,telephone
4276,49,blue-collar,married,basic.4y,unknown,no,no,telephone
4277,45,blue-collar,married,basic.4y,unknown,yes,no,telephone
4278,33,services,married,university.degree,no,yes,no,telephone
4279,45,blue-collar,married,basic.4y,unknown,yes,no,telephone
4280,30,unemployed,single,basic.9y,no,no,no,telephone
4281,49,technician,married,professional.course,no,yes,no,telephone
4282,38,technician,married,professional.course,no,yes,yes,telephone
4283,39,services,divorced,high.school,no,yes,no,telephone
4284,50,blue-collar,married,basic.4y,unknown,no,yes,telephone
4285,58,blue-collar,married,unknown,no,yes,no,telephone
4286,46,blue-collar,married,basic.6y,no,yes,no,telephone
4287,46,housemaid,married,high.school,unknown,no,no,telephone
4288,40,technician,married,professional.course,no,no,no,telephone
4289,36,admin.,married,high.school,no,no,no,telephone
4290,53,self-employed,married,basic.4y,no,no,no,telephone
4291,32,technician,married,unknown,unknown,no,no,telephone
4292,42,admin.,divorced,university.degree,no,no,no,telephone
4293,39,services,married,high.school,unknown,yes,no,telephone
4294,39,services,married,high.school,no,no,yes,telephone
4295,53,blue-collar,married,basic.4y,unknown,no,no,telephone
4296,34,blue-collar,single,basic.9y,no,no,no,telephone
4297,39,services,married,high.school,unknown,yes,yes,telephone
4298,50,blue-collar,married,basic.9y,unknown,yes,yes,telephone
4299,40,admin.,married,high.school,no,no,no,telephone
4300,56,technician,married,professional.course,unknown,no,no,telephone
4301,41,technician,married,professional.course,no,unknown,unknown,telephone
4302,46,blue-collar,married,basic.9y,no,no,yes,telephone
4303,36,blue-collar,married,unknown,unknown,no,no,telephone
4304,42,blue-collar,married,unknown,unknown,yes,yes,telephone
4305,38,technician,married,professional.course,unknown,yes,no,telephone
4306,30,services,divorced,basic.9y,no,yes,no,telephone
4307,42,technician,married,basic.9y,no,no,no,telephone
4308,38,technician,married,professional.course,no,no,no,telephone
4309,31,services,married,high.school,unknown,no,no,telephone
4310,45,management,married,unknown,unknown,no,no,telephone
4311,33,blue-collar,married,basic.9y,no,no,no,telephone
4312,36,admin.,married,university.degree,unknown,yes,no,telephone
4313,41,services,married,high.school,unknown,yes,no,telephone
4314,31,admin.,married,high.school,unknown,no,no,telephone
4315,36,admin.,married,high.school,no,yes,yes,telephone
4316,21,admin.,single,basic.9y,no,yes,yes,telephone
4317,29,admin.,married,high.school,no,yes,no,telephone
4318,53,management,married,university.degree,unknown,yes,no,telephone
4319,39,blue-collar,married,basic.6y,no,no,yes,telephone
4320,31,blue-collar,single,basic.9y,no,yes,no,telephone
4321,44,admin.,divorced,university.degree,unknown,yes,yes,telephone
4322,38,admin.,single,basic.6y,unknown,no,no,telephone
4323,47,entrepreneur,married,unknown,unknown,no,no,telephone
4324,36,blue-collar,married,basic.9y,no,no,no,telephone
4325,27,blue-collar,single,basic.9y,no,no,no,telephone
4326,45,blue-collar,married,basic.9y,unknown,no,no,telephone
4327,34,blue-collar,married,basic.4y,no,no,no,telephone
4328,50,blue-collar,married,basic.4y,unknown,no,no,telephone
4329,40,blue-collar,married,basic.4y,no,no,no,telephone
4330,36,admin.,divorced,high.school,no,yes,yes,telephone
4331,40,admin.,married,university.degree,no,yes,no,telephone
4332,53,blue-collar,married,basic.4y,no,no,no,telephone
4333,40,admin.,divorced,university.degree,no,yes,no,telephone
4334,25,blue-collar,married,basic.9y,no,no,no,telephone
4335,42,admin.,married,university.degree,unknown,no,no,telephone
4336,47,admin.,divorced,professional.course,unknown,no,no,telephone
4337,46,admin.,divorced,university.degree,no,no,no,telephone
4338,35,technician,married,professional.course,no,no,no,telephone
4339,45,blue-collar,married,basic.6y,unknown,no,no,telephone
4340,43,technician,married,professional.course,no,no,no,telephone
