Cust_id,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
4789,may,wed,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4790,may,wed,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4791,may,wed,250,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4792,may,wed,294,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4793,may,wed,303,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4794,may,wed,828,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4795,may,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4796,may,wed,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4797,may,wed,786,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4798,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4799,may,wed,509,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4800,may,wed,161,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4801,may,wed,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4802,may,wed,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4803,may,wed,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4804,may,wed,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4805,may,wed,68,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4806,may,wed,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4807,may,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4808,may,wed,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4809,may,wed,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4810,may,wed,59,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4811,may,wed,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4812,may,wed,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4813,may,wed,53,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4814,may,wed,44,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4815,may,wed,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4816,may,wed,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4817,may,wed,45,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4818,may,wed,738,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4819,may,wed,102,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4820,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4821,may,wed,383,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4822,may,wed,184,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4823,may,wed,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4824,may,wed,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4825,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4826,may,wed,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4827,may,wed,418,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4828,may,wed,17,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4829,may,wed,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4830,may,wed,445,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4831,may,wed,623,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4832,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4833,may,wed,316,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4834,may,wed,650,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4835,may,wed,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4836,may,wed,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4837,may,wed,1307,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4838,may,wed,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4839,may,wed,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4840,may,wed,187,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4841,may,wed,748,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4842,may,wed,486,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4843,may,wed,492,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4844,may,wed,485,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4845,may,wed,197,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4846,may,wed,304,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4847,may,wed,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4848,may,wed,836,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4849,may,wed,394,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4850,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4851,may,wed,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4852,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4853,may,wed,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4854,may,wed,354,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4855,may,wed,154,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4856,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4857,may,wed,563,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4858,may,wed,450,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4859,may,wed,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4860,may,wed,371,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4861,may,wed,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4862,may,wed,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4863,may,wed,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4864,may,wed,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4865,may,wed,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4866,may,wed,91,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4867,may,wed,172,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4868,may,wed,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4869,may,wed,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4870,may,wed,899,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4871,may,wed,588,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4872,may,wed,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4873,may,wed,857,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4874,may,wed,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4875,may,wed,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4876,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4877,may,wed,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4878,may,wed,38,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4879,may,wed,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4880,may,wed,660,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4881,may,wed,1681,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4882,may,wed,208,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4883,may,wed,518,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4884,may,wed,316,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4885,may,wed,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4886,may,wed,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4887,may,wed,143,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4888,may,wed,572,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4889,may,wed,573,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4890,may,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4891,may,wed,384,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4892,may,wed,240,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4893,may,wed,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4894,may,wed,488,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4895,may,wed,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4896,may,wed,100,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4897,may,wed,811,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4898,may,wed,890,26,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4899,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4900,may,wed,681,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4901,may,wed,443,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4902,may,wed,1162,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4903,may,wed,1697,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4904,may,wed,244,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4905,may,wed,860,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4906,may,wed,295,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4907,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4908,may,wed,280,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4909,may,wed,86,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4910,may,wed,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4911,may,wed,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4912,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4913,may,wed,297,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4914,may,wed,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4915,may,wed,394,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4916,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4917,may,wed,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4918,may,wed,312,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4919,may,wed,474,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4920,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4921,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4922,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4923,may,wed,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4924,may,wed,153,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4925,may,wed,111,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4926,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4927,may,wed,559,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4928,may,wed,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4929,may,wed,189,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4930,may,wed,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4931,may,wed,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4932,may,wed,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4933,may,wed,162,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4934,may,wed,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4935,may,wed,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4936,may,wed,222,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4937,may,wed,69,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4938,may,wed,501,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4939,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4940,may,wed,273,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4941,may,wed,281,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4942,may,wed,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4943,may,wed,465,11,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4944,may,wed,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4945,may,wed,87,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4946,may,wed,292,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4947,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4948,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4949,may,wed,23,16,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4950,may,wed,575,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4951,may,wed,67,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4952,may,wed,248,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4953,may,wed,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4954,may,wed,373,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4955,may,wed,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4956,may,wed,395,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4957,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4958,may,wed,54,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4959,may,wed,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4960,may,wed,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4961,may,wed,152,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4962,may,wed,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4963,may,wed,206,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4964,may,wed,389,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4965,may,wed,314,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4966,may,wed,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4967,may,wed,86,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4968,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4969,may,wed,85,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4970,may,wed,117,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4971,may,wed,832,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4972,may,wed,149,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4973,may,wed,634,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4974,may,wed,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4975,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4976,may,wed,987,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4977,may,wed,66,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4978,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4979,may,wed,281,15,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4980,may,wed,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4981,may,wed,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4982,may,wed,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4983,may,wed,799,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4984,may,wed,671,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4985,may,wed,397,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4986,may,wed,935,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4987,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4988,may,wed,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4989,may,wed,21,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4990,may,wed,234,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4991,may,wed,81,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4992,may,wed,59,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4993,may,wed,233,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4994,may,wed,1161,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4995,may,wed,265,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4996,may,wed,173,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4997,may,wed,178,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4998,may,wed,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4999,may,wed,45,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5000,may,wed,86,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5001,may,wed,254,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5002,may,wed,131,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5003,may,wed,239,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5004,may,wed,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5005,may,wed,713,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5006,may,wed,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5007,may,wed,260,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5008,may,wed,923,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
5009,may,wed,150,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5010,may,wed,155,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5011,may,wed,433,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5012,may,wed,202,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5013,may,wed,227,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5014,may,wed,214,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5015,may,wed,30,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5016,may,wed,206,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5017,may,wed,362,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5018,may,wed,15,19,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5019,may,wed,315,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5020,may,wed,250,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5021,may,wed,700,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5022,may,wed,154,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5023,may,wed,190,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5024,may,wed,20,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5025,may,wed,191,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5026,may,wed,363,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5027,may,wed,339,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5028,may,wed,521,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
5029,may,wed,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5030,may,wed,110,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5031,may,wed,142,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5032,may,wed,173,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5033,may,wed,291,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5034,may,wed,293,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5035,may,wed,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5036,may,wed,339,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5037,may,wed,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5038,may,wed,526,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
5039,may,fri,78,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5040,may,fri,219,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5041,may,fri,72,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5042,may,fri,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5043,may,fri,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5044,may,fri,407,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5045,may,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5046,may,fri,158,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5047,may,fri,405,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5048,may,fri,417,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5049,may,fri,48,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5050,may,fri,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5051,may,fri,101,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5052,may,fri,214,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5053,may,fri,350,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5054,may,fri,433,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5055,may,fri,253,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5056,may,fri,329,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5057,may,fri,628,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
5058,may,fri,110,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5059,may,fri,259,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5060,may,fri,260,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5061,may,fri,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5062,may,fri,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5063,may,fri,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5064,may,fri,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5065,may,fri,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5066,may,fri,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5067,may,fri,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5068,may,fri,346,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5069,may,fri,271,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5070,may,fri,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5071,may,fri,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5072,may,fri,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5073,may,fri,621,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5074,may,fri,1349,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
5075,may,fri,385,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5076,may,fri,70,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5077,may,fri,509,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5078,may,fri,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5079,may,fri,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5080,may,fri,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5081,may,fri,3,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5082,may,fri,1171,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5083,may,fri,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5084,may,fri,359,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5085,may,fri,736,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
5086,may,fri,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5087,may,fri,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5088,may,fri,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5089,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5090,may,fri,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5091,may,fri,89,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5092,may,fri,412,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5093,may,fri,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5094,may,fri,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5095,may,fri,145,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5096,may,fri,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5097,may,fri,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5098,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5099,may,fri,373,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5100,may,fri,72,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5101,may,fri,534,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5102,may,fri,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5103,may,fri,445,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5104,may,fri,193,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
